Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
2 jembatan ambruk ruginya miliar dan nyawa belum termasuk kerugian ekonomi dari pendistribusian barang kerugian bisnis transportasi dan efek lainnya itu baru satu yang ambruktowewew,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna *** ya *** kamfrettt ya kaum anda yang cuma nyinyir kaum pemalas,1,1,0,1,0,0,0,0,1,0,1,0
gubernur jawa timur targetkan jembatan widang selesai h15 lebaran,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna ***,1,1,1,0,0,0,0,0,1,1,0,0
usir cina karena mereka jokowi radikal usir cina karena mereka generasi bangsa kita mentalnya rusak sudah saatnya kita tumbangkan jokowi uniform resource locator,1,0,0,1,0,1,0,0,0,0,0,1
pengguna habis lempar batu sembunyi tangan habis pasang bom sembunyi sembunyian,0,0,0,0,0,0,0,0,0,0,0,0
*** kamu sana minum obat uniform resource locator,1,1,1,0,0,0,0,0,1,1,0,0
waainingasih tau cara 2 periode,0,0,0,0,0,0,0,0,0,0,0,0
nama patrialis akbar status terpidana kasus korupsi mendukung aniessandi,1,0,1,0,0,0,0,0,1,1,0,0
rabi israel sebut orang berkulit hitam sebagai picu kecaman keras uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0
dibanding beli goxxxd dengan ongkos kirim aku pakai kakiku jalan 20 menit dari kampus ke tempat makan cari makan juga yang banyak terus harga lumayan di sini tiga belas ribu kamu dapat telur dadar ayam kare sama sayur tumis kacang panjang bro itu lumayan,0,0,0,0,0,0,0,0,0,0,0,0
pengguna maksud gue otaknya itu manusia *** yang *** beda lo ya *** sama kampung kalau di kampung malah guyub kok tidak pandang agamanya apa malah kalau perayaan hari besar suka saling bantu,1,1,1,0,0,0,0,0,1,1,0,0
fiksi itu bersifat imajiner atau naratif dalam fiksiimajinasi tak ada hukumnya wajib percaya jadi boleh percaya boleh tidak sesuai narasi pemikiran masing masing orang dalam agama hukumnya wajib percaya pada firman nya dalam kitab suci jadi yang bilang kitab suci fik,0,0,0,0,0,0,0,0,0,0,0,0
pengguna tidak kamu manusia homo,1,1,1,0,0,0,0,1,0,1,0,0
sayang sekali punya paras nan cantik kumpul sama cowok *** dibawa *** mau makanya suka gengsi kalau mau pacaran eh lihat difotofotonya ada sama cowok *** nongkrong pinggir jalan apa enggak malu ya percuma cantik kalau otaknya murah,0,1,0,0,0,0,0,0,0,0,0,0
mirip adegan film perlu di catat bahwa *** ini adalah *** anti islam uniform resource locator,1,0,0,1,1,0,0,0,0,0,1,0
pengguna *** mana mengerti,1,1,1,0,0,0,0,0,1,1,0,0
di indonesia ini bicara tentang pelanggaran ham dan sejarah papua akan dituduh sebagai *** *** penghianat negara provokator dan lain lain padahal orang bicara karena memang faktanya ada kejahatan negara terhadap papua dan sesuai prinsip dan undang undang di indonesia,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna ih ada mak *** datang,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna berbicara,0,0,0,0,0,0,0,0,0,0,0,0
pendukung pengguna surat pemberitahuan tahunan arb sda adalah orang orang bejat tabiatnya kasar termasuk orang ini gtgt pengguna semoga dilaknat oleh allah,1,1,0,1,0,0,0,0,1,0,1,0
pengguna buat sewa *** kayaknya juga bisa itu,0,1,0,0,0,0,0,0,0,0,0,0
nah itu tidak terjadi di indonesia saja kan di suadi arabia seorang ulama juga kena cekal,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pengguna pengguna terlalu biasa anda dasaaaar bolot pusar lukaku,1,1,1,0,0,0,1,0,0,1,0,0
pengguna pengguna pengguna *** saja yang mengada ada bikin meme sementara penista agama kamu puja puja,1,1,0,1,1,0,0,0,0,0,1,0
rt pengguna sebenarnya bukan lelaki itu tapi *** itu yang ajak lelaki itu wifi tengok tangan dia uniform resource locator,1,1,1,0,0,0,0,0,1,1,0,0
misalnya waraqah ibn naufal sepupu khadijah ada seorang imam nestorian yang tentu berasal kiblatnya pada kristen nestorian di suriah mungkin sekali waraqah memakai alah allah ketimbang elohim yahweh,0,0,0,0,0,0,0,0,0,0,0,0
saat ini budaya mereka bertransformasi menjadi budaya *** yang telah lama diserap pengaruhnya bahkan melebihi dari pemberi virusnya,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pembiakan kumpulan maki hamun dan bully dalam twitternnawak suka ke banyak *** liar berkeliaran dan banyak lagi kawan kawan awak menyertai bangsaanjingnnini adalah *** gtgtgt,0,0,0,0,0,0,0,0,0,0,0,0
katanya otoriter kalau otoriter seperti pemimpin korea utara mungkin yang tidur itu sudah dihukum mati sama kim jong ujian nasional,1,0,1,0,0,0,0,0,1,1,0,0
pengguna gue cecannnapa rep an pada bilang gue *** dah,0,1,0,0,0,0,0,0,0,0,0,0
pengguna pengguna kalau aku jual amik untung teruk lima kali ganda aku charge goods and services tax yahudi,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna bukan cuma itu *** nya demokrasi bahkan tidak menghargai intelektualitas seseorang orang tidak mau sekolah sama orang yang berjuang untuk pintar sampai dapat gelar prof pun nilainya sama cuma 1 suara,0,0,0,0,0,0,0,0,0,0,0,0
tiap pakai foto bapak sih kalau pakai wonho kenapa gue merasa kotor berdosa *** dan menjijikkan ya,0,1,0,0,0,0,0,0,0,0,0,0
pengguna yang terbirit birit tunggang langgang lintang pukang dengar suara azan itu *** lanatilloh alaih,0,0,0,0,0,0,0,0,0,0,0,0
ketika kamu punya dua adik cowok masih bocah tapi yang satu sudah sunat dan tiba tiba yang kecil berbicara kok *** aku kayak begini kok *** abang kayak begitu bentuknya beda anjing wkwk,0,1,0,0,0,0,0,0,0,0,0,0
pengguna ya tidak dikasih juga tidak papa biar tambah gelar baru pelanggar hak buruh belum kamu sengak *** biasanya dari zaman soeharto sampai susilo bambang yudhoyono hal yang remeh temeh begini adalah tidak dibahas,1,1,1,0,0,0,0,0,1,1,0,0
pengguna pengguna kalau ingin mention gue lagi genapi dulu pengikut kamu ya *** kamu mention gue lagi ras masuk kakus tidak ada waktu buat *** *** berfollower 2 digit,1,1,1,0,0,0,0,0,1,1,0,0
prabowo rekan teriak teriak menghujat jokowi *** *** jokowi diam tak membalas dalam diam jokowi membuktikan sebaliknya dengan bukti setelah 50 tahun indonesia menguasai 51 saham pt freeport indonesia prabowo rekan dalam diam ternyata mengharapkan dukungan as dengan janji jika,0,0,0,0,0,0,0,0,0,0,0,0
80 rakyat jawa barat istikamah tetap dukung prabowo untuk menjadi presiden calon wakil presidennya terserah partai keadilan sejahtera,0,0,0,0,0,0,0,0,0,0,0,0
mengintip motor gede iringiringan presiden as,0,0,0,0,0,0,0,0,0,0,0,0
yang jelas otak ahok djarot sudah sangat tumpul sangat loyo dan stres sudah jebol harus dicopot dan diganti,1,1,1,0,0,0,1,0,0,1,0,0
nalar yang sehat tidak mungkin berpikir buruk hingga sejauh itu puisi itu ditulis oleh seorang ulama yang mencintai islam seorang ulama yang merindukan islam tumbuh sebagai ajaran kasih sayang dan rahmat bagi seluruh masyarakat di negeri ini percaya,0,0,0,0,0,0,0,0,0,0,0,0
pengguna ternyata senjata yang paling mematikan bukan bom nuklirntapi mulutnya yang ucap janji janji manis mau lamar tau taunya sudah lamar cewek lain jugannastagfirullah,0,0,0,0,0,0,0,0,0,0,0,0
usir teroris buddha yang membunuh muslim rohingya usir kedutaan besar myanmar,1,0,0,1,1,1,0,0,0,0,0,1
pengguna tidak ada tanda tanyanya upil ***,1,1,1,0,0,0,0,0,1,1,0,0
pengguna wkwk masa burung kenari mau dipakai buat dokumentasi burung hantu harusnya atau burung ***,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna,0,0,0,0,0,0,0,0,0,0,0,0
abdul sattar edhi bapak sederhana yang memiliki ribuan armada ambulans gratis pernah ditanya kenapa kamu juga bantu orang kristen dan hindu dalam ambulansmu ia menjawab karena ambulansku lebih muslim darimu respect peace human,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pak cik sudah tua nak apalah kuadrat pak cik nih boleh buat sepakat pakai kopiah meminta sedekah jual kismisnnpakcikmudalagi bila pak cik warna rambut kuning bawa duit perbanyak nnkitaok kan nnini adalah *** gtgtgt,1,1,1,0,0,0,0,0,1,1,0,0
pengguna pengguna pengguna pengguna pengguna pengguna pengguna pilihan yang tepat dan masuk akal adalah pengguna menyatukan kader pengguna dan luar jawaoratornnya bak soekarnomenggelora membawa militansi kader ke titik tertinggi dan,0,0,0,0,0,0,0,0,0,0,0,0
tanaman obat di halaman rumah ibu ku tumbuh subur alhamdulillaahcengkudu buah dewa kencur jahe salam bawang merah jambu *** juga ada dan lain lain ingin delima belum dapathunting ah latepost 24 februari uniform resource locator,0,0,0,0,0,0,0,0,0,0,0,0
pengguna tidak bisa berengsek dia,1,1,1,0,0,0,0,0,1,1,0,0
yang jelas kalau ada foto foto yang begitu loba tari sekolah dasar lkslombaketerampilansiswa sekolah menengah kejuruan perjanjian adat gorontalo gadis kecil yang sudah beranjak remaja sekitar tahun ccu cross cultural understanding universitas k,0,0,0,0,0,0,0,0,0,0,0,0
pengguna mantap usir kaum cina dari karawang,1,0,0,1,0,1,0,0,0,0,0,1
pengguna biasa lah prof kaum kambing bengek ya begitu beda sedikit dibilang *** tertawa sudah,1,1,0,1,0,0,0,0,1,0,1,0
pengguna iya memang bahasa ***,0,0,0,0,0,0,0,0,0,0,0,0
pengguna bukan *** tapi benerbener ***,1,1,1,0,0,0,0,1,0,1,0,0
presiden akan tanam pohon tanda revitalisasi sungai citarum di jawa barat,0,0,0,0,0,0,0,0,0,0,0,0
setelah terjadi peristiwa pemberontakan tidak 30 september 1965 oleh partai komunis indonesia menjadi tanda akhir dari pemerintahan orde lama,0,0,0,0,0,0,0,0,0,0,0,0
rt pengguna benamkan dan *** anti islam,1,0,1,0,1,0,0,0,0,0,0,1
makanya rakyat juga sudah tidak sabar ingin lengserkan tapi para tokoh negeri pada takut sama santet jokowi dicari tokoh nasional yang berani,1,0,1,0,0,0,0,0,1,1,0,0
pengguna ayo mana *** kamu sini,0,1,0,0,0,0,0,0,0,0,0,0
pengguna kamu *** lesung pipi itu kecacatan sekian,1,1,1,0,0,0,1,0,0,1,0,0
pengguna pengguna pengguna jokowi pendusta pantas mundur,1,0,1,0,0,0,0,0,1,1,0,0
pengguna pengguna kiraan ***,0,1,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pengguna pengguna matamu ***,1,1,1,0,0,0,1,0,0,1,0,0
pengguna kalau kamu di banding ar jauhlahkoen manusia suka dilatih selet kokwes gilanikmu tukang fitnahtukang fitnah sama dengan pemakan daging manusiananti partai mana lagi kamu ikutismoga orang medan cuma kamu saja yang ***,1,1,1,0,0,0,0,0,1,1,0,0
mari kita ganyang partai komunis indonesia dari negara kesatuan republik indonesia,1,0,0,1,0,0,0,0,1,0,0,1
pengguna pengguna pengguna fiksi itu bersifat imajiner atau naratif dalam fiksiimajinasi tak ada hukumnya wajib percaya jadi boleh percaya boleh tidak sesuai narasi pemikiran masing masing orang dalam agama hukumnya wajib percaya pada firman nya dalam kitab,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna dan kalau *** dzimmi malah wajib kita jaga dan lindungi tapi juga ada batasan batasanya yaitu tentang ranah keagamaan kalau untuk urusan muamalah juga tidak,0,0,0,0,0,0,0,0,0,0,0,0
miris sekarang ini apa yang tidak impor cangkul saja impor keahlian *** hanya 1 tukang tipu *** adalah begitu *** enggak ketulungan plonga plongo mengakibatkan optimisme berlebihan plonga plongo dunning kruger effect,1,1,0,1,0,0,0,0,1,0,1,0
prabowo terpaksa kabur dan kini jadi akur uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0
rt pengguna jangan jadikan *** *** sial itu sebagai zikir harian kita semoga kurangkan dan jauhkan amiiinxe2x98xbaxefxb8x8f,0,1,0,0,0,0,0,0,0,0,0,0
pengguna bu mutmainah masih kenal bang gue dulu pelajaran islam suka mengikut sih haha kalau kristen pas jumatan kelasnya atau sabtu,0,0,0,0,0,0,0,0,0,0,0,0
pada sabtu pagi masyarakat adat badui akan kembali melanjutkan perjalanan menuju kantor gubernur banten di kawasan pusat pemerintahan provinsi banten kawasan pusat pemerintahan provinsi banten di curug kota serang dw,0,0,0,0,0,0,0,0,0,0,0,0
pengguna tidak sensitif nih kenapa mesti pakai kata bom sih nanti orang malah mengiranya wah di takjilnya ada bomnya bagaimana malah jadi bumerang kan,0,0,0,0,0,0,0,0,0,0,0,0
kementerian lingkungan hidup dan kehutanan upayakan pemerataan ekonomi melalui tora di kawasan hutan dan perhutanan sosial,0,0,0,0,0,0,0,0,0,0,0,0
pengguna *** represif anti islam,1,0,1,0,1,0,0,0,0,1,0,0
selamat jalan danarto tulisan yang menyentuh,0,0,0,0,0,0,0,0,0,0,0,0
pengguna itu bibir ky *** bebek,1,1,1,0,0,0,1,0,0,1,0,0
tidak perlu teman yang genius jika yang *** saja selalu ada untukmunadafildankamibegadang,0,0,0,0,0,0,0,0,0,0,0,0
pengguna *** musiapa yang baik harus belajar,1,1,1,0,0,0,0,0,1,1,0,0
bukan *** kali yang coba dibangkitkan kembali tapi *** orde baru sudah haus lagi,1,0,1,0,0,0,0,0,1,1,0,0
pengguna coba kalau adik perempuan kamu di gituinbisa terima gaktolol,1,1,1,0,0,0,0,0,1,1,0,0
*** dan tiga pekerja seks komersial diciduk dari sebuah wisma di kecamatan larut utaran uniform resource locator,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pengguna mungkin maksudnya asing *** yang bernama sama lai kat,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna sementara itu ada yang menyebut dirinya partai dakwah eh pemimpin nya korupsiitu tak lebih baik dari partai komunis indonesia,1,0,0,1,1,0,0,0,0,0,1,0
pengguna yang penting tidak seasam kebijakan *** sih dilan mbak,0,0,0,0,0,0,0,0,0,0,0,0
pengguna *** banget wkwk,0,0,0,0,0,0,0,0,0,0,0,0
gogobli beri kemudahan toko obat dan apotek dapat pasokan obat secara online,0,0,0,0,0,0,0,0,0,0,0,0
deklarasi pilihan kepala daerah aman dan anti hoaks warga jemuran jabon,0,0,0,0,0,0,0,0,0,0,0,0
tahun ini masyarakat adat badui menyerahkan hasil panennya kepada pejabat sementara bupati lebak ino si rawita dan gubernur banten wahidin halim direct message,0,0,0,0,0,0,0,0,0,0,0,0
menolak lupa pengusung abraham samad adalah partai demokrasi indonesia perjuangan via kader bernama trimedya panjaitan itulah kenapa komisi pemberantasan korupsi sudah mirip tim sukses jokowi,1,0,0,1,0,0,0,0,1,0,1,0
pengguna propaganda agama selalu pemberontakan dipimpin ulama atau ustaztetapi buktinya tidak pernah ada ulamaustaz yang ditangkap apalagi dibuang ke bovendigulyg ada adalah tahanan nasionalisme dan komunisada bukti,0,0,0,0,0,0,0,0,0,0,0,0
rt pengguna pengguna pengguna calon presiden garansi seumur hidup kalau rolex sih garansi seumur hidup ketahuan kelas nya sts,1,0,1,0,0,0,0,0,1,1,0,0
pengguna sebawah perubahan menjadi *** mentol,0,1,0,0,0,0,0,0,0,0,0,0
pengguna si sukmawati itu golongan ibliskrn hanya *** yang tidak suka azan,1,1,1,0,0,0,0,0,1,1,0,0
pengguna in anak sama bapak sama tukang kibuldisekolahin tinggi biar pintetini yang ada malah tambah *** bin ***,1,1,1,0,0,0,0,0,1,1,0,0
rt pengguna pengguna pengguna pengguna sudah pikun dia pro koruptor,1,0,1,0,0,0,0,0,1,1,0,0
rt pengguna yang bilang pencitraan itu justru sedang melakukan pencitraan itu sendiri tepat kayak prabowo,1,0,1,0,0,0,0,0,1,1,0,0
sementara panjang perjalananmu kelak terlambat muncul ditelagatelaga *** bola matamu kamu menjerit,0,0,0,0,0,0,0,0,0,0,0,0
pengguna *** memang kamu pada,1,1,0,1,0,0,0,0,1,0,1,0
deklarasi pilihan kepala daerah aman dan anti hoaks guru tk balongtani jabon,0,0,0,0,0,0,0,0,0,0,0,0
pengguna bantahan dan sangkalan anies sandi tidak bisa membungkam dan menghapus jejak digital bahwa asma dewi adalah senopati andalannya,1,0,1,0,0,0,0,0,1,1,0,0
haha enggak deng nyaman lah cerita cerita sama sih *** walaupun dihina terus akhirnya memang bangsat tapi senang bisa sedekat sekarang dan tau sebenarnya oped orangnya bagaimana dari semua omongan buruk tentang dia,0,1,0,0,0,0,0,0,0,0,0,0
himmler merupakan pimpinan divisi screenshoot dan beserta perwira screenshoot yang lain meyakini bahwa yesus itu bukanlah orang yahudi tetapi orang ras arya,0,0,0,0,0,0,0,0,0,0,0,0
sebab aku rasa nak cari pengalaman dekat luar ayo man duk terperuk je tak best nak tegak tidak budaya luar,0,0,0,0,0,0,0,0,0,0,0,0
selain itu kalla grup juga membawahi sekolah islam athirah dan yayasan kalla,0,0,0,0,0,0,0,0,0,0,0,0
anda memang tidak seperti diktator pengguna yang mengatakan anda diktator dan otoriter itu pasti terkena rabun ayam,1,0,1,0,0,0,1,0,0,1,0,0
ahok keok taipan mengancam akan lengserkan pengguna bila reklamasi gagal nih negara diatur oleh jongos dan meneernya hadeuuuh ***,1,1,1,0,0,0,0,0,1,1,0,0
pengguna pengguna kenyataanya tuannya akan mengimpor bawang putih dari negara *** nkl yang 58 konsisten dengan ucapannyaharam hukumnya mengonsumsi produk asengasing,1,0,1,0,0,0,0,0,1,1,0,0
ayo pak polisi tangkap dan usir sih raja kodok *** dari istana sebelum dia dan para *** cina *** menghancurkan negara kesatuan republik indonesia,1,1,0,1,0,1,0,0,0,0,0,1
direct message gue tidak dibalas *** pengguna pulsa hilang oi,1,1,0,1,0,0,0,0,1,0,1,0
ulama mana yang dukung jokowi *** anti islam cuma samawi satu kolam sama jokowi bukan samawi,1,0,1,0,1,0,0,0,0,1,0,0
halo pak pengguna pemerintahan yang anda pimpin mundur kata sih pengguna pak jokowi mundur saja pengguna uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0
siapa ya kena sentil dari presiden jokowi persiapan asian,0,0,0,0,0,0,0,0,0,0,0,0
pengguna dosa fitnah umpama membunuh tak taulah pengguna sedar ke tidak yang cina bkxc3xb1 islam fitnah itu lantaklah diani yang konon islam niapa cerita pengguna pengguna,1,0,0,1,1,1,0,0,0,0,1,0
menteri agama jangan hanya omong doang harus mengumumkan ayat rampasan halal allah subhanahu wa taala janjikan rampasan salah harus dibuang,1,0,0,1,1,0,0,0,0,0,1,0
pengguna jangan mau dibodohi dengan pihak yang bilang bosan dengan calon presiden jokowi dan prabowo lagi pemilihan presiden bukan saatnya coba coba cari yang baru yang tidak jelas pemilihan presiden adalah harus memilih presiden yang sudah terbukti bekerja untuk kemajuan indonesia dan jokowi sudah membuk,0,0,0,0,0,0,0,0,0,0,0,0
*** hitam sulawesi pengguna,0,0,0,0,0,0,0,0,0,0,0,0
rezimrezim *** itu memang biadab tidak ada satu pun *** *** yang berbudaya catet itu pengguna bukan partai komunis indonesia korbannya,1,0,0,1,0,1,0,0,0,0,1,0
kunjungi pangandaran kepala kepolisian daerah pelaksanaan pilihan kepala daerah di jabar aman,0,0,0,0,0,0,0,0,0,0,0,0
kuala lumpur ayat alquran yang dijadikan hujah oleh ulama untuk mengharamkan pemilihan bukan muslim sebagai wakil rakyat apabila diteliti sebenarnya merujuk kepada orang *** yang memusuhi islam dan penganutnya,0,0,0,0,0,0,0,0,0,0,0,0
ustaz partai keadilan sejahtera yudi widiana menilap duit pak bahasa agama juz amp liqo felix kwetiau amp alumni 212 pada diam amp pura pura budekgiliran bu sukma baca puisi pada teriak teriak kesurupan,1,1,0,1,1,0,0,0,0,0,1,0
rt pengguna pengguna tidak bosan apa memaki ***,0,0,0,0,0,0,0,0,0,0,0,0
pengguna bank kena virus *** blangsak,1,1,0,1,0,0,0,0,1,0,1,0
di bumi yang tua ini kenyataan menjadi mimpindi bumi yang renta ini *** pun bertambah tuli tak ada yang bicara apalagi mendengarkannperduli pada sendiri makhluk sosial tanpa sosialnnelegi mendengarkan pigura renata,0,0,0,0,0,0,0,0,0,0,0,0
pengguna ya betul makbul khaleel pelita semua sama kayu jangan kira lah kedai mamak harga yahudi,0,0,0,0,0,0,0,0,0,0,0,0
pengguna kasihan orang yang ditinggalkan akibat teror bom,0,0,0,0,0,0,0,0,0,0,0,0
rt pengguna pengguna pengguna karena partaimu partai demokrasi indonesia perjuangan itu ***,1,1,0,1,0,0,0,0,1,0,1,0
*** cemburu *** macam sudah kawin,0,0,0,0,0,0,0,0,0,0,0,0
pengguna oke sudah sana sama *** *** mu pengguna pengguna pengguna pengguna,0,1,0,0,0,0,0,0,0,0,0,0
pengguna sedih gue baca komentarnya menyalahkan army taunya akun bodong *** sudah,0,1,0,0,0,0,0,0,0,0,0,0
pengguna jalan ampera raya ada tulisan prabowo presiden sekarang presidennya siapa tolong liput,1,0,1,0,0,0,0,0,1,1,0,0
pengguna pengguna pengguna pernah menonton bagaimana tuan guru bajang mengkritik presiden di acara hari pers nasional itulah cara tuan guru bajang santun dan tidak menyakiti kami mau tuan guru bajang,0,0,0,0,0,0,0,0,0,0,0,0
eh tetapi ya membicarakan pacaran beda agama teman gue orang tuanya beda agama tapi tetap sama keyakinannya masing masing ibunya islam ayahnya kristen berarti tidak apa apa dong,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pengguna pengguna tidak sama sekali tidak *** kok nder karena hidup tanpa iya dong itu bagai sayur tanpa garam hambarnnwkwkwkwk,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pengguna halo oposisi kasih kritikan any body home,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna zakat pakai uang juga boleh nnitu anda kasih contoh yang namanya hindu nusantara beda ibadah hari besar dan lain lain dengan hindu india yang surat pemberitahuan tahunan itu tidak akan ditemui dalam islam karena rujukan dalam ibadah sudah pasti kitab suci hadis ijma dan aku,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna useruser abadi ayo dukung timnas indonesia,0,0,0,0,0,0,0,0,0,0,0,0
mari cari pemimpin yang berkualitasbukan nyinyir jalanan kayak prabowo uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0
bismillaah dari lubuk hati yang paling dalam saya hanya ingin tuan guru bajang kh zainul majdi yang jadi presiden ri berikutnya insya allah diberkahi,0,0,0,0,0,0,0,0,0,0,0,0
saya pendukung ahok tetapi tidak rela beliau jadi gubernur setelah pengkhianatan yang dilakukan sebagian besar warga jakarta uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0
pelajar yang tidak melakukan hal demikian bukan berarti *** justru ia pelajar yang dewasa dalam berpikirnya karena paham apa makna pendidikan baginya,0,0,0,0,0,0,0,0,0,0,0,0
berengsek banget sih punya member uniform resource locator,1,1,0,1,0,0,0,0,1,0,1,0
pengguna *** *** kejang kejang,1,0,0,1,0,1,0,0,0,0,1,0
pengguna tidak diributkan bagaimana lah orang sudah bikin ribut sedikit tersalurkan rasa geram karena ada menteri prof fannya yang *** untuk ramaikan komen,1,1,0,1,0,0,0,0,1,0,1,0
ajak ulama turut menyejukkan suasana jelang pilihan kepala daerah serentak,0,0,0,0,0,0,0,0,0,0,0,0
ini pernyataan paling lucu gue yang bukan anak ekonomi saja mengerti masak admin nya bisa kayak begini,0,0,0,0,0,0,0,0,0,0,0,0
weeaboo tidak ada kelas tidak ada *** tidak ada expert none for all all for one,0,0,0,0,0,0,0,0,0,0,0,0
maaf kalau gue tidak punya terlalu banyak kata untuk mencintai kamu kadang gue kayak awan yang selalu *** cuma kamu lihat tapi itu selalu buat kamu teduh dari panasnya sinar matahari,0,0,0,0,0,0,0,0,0,0,0,0
rt pengguna sudah tidak sabaaaaaaaaaarrr aahhh ingin berdesah lagi ingin mengemut *** lagi ingin dijilat tete digigit putingnya sampai,0,1,0,0,0,0,0,0,0,0,0,0
beli saham bank rakyat indonesia syariah uym iya saya juga bilang begitu ke beberapa kawin pertamaya bisa saja dengan berbagai cara berbagai pintu pada masuk beli sahambrisyariah tapi tidak dapat berjemaahnya dan jadi tidak bocor historis tidak bocor sejarah di mana kita juga bocor stasiun,0,0,0,0,0,0,0,0,0,0,0,0
usir cina kembali ke tiongkok uniform resource locator,1,0,0,1,0,1,0,0,0,0,0,1
pengguna pengguna pengguna kalau membajak facebook buat kepentingan politik setuju banget facebook di blokir semuanya se indonesiabagus banget mending di blokirdari pada masyarakat indonesia yang di rugikanskarang kan musim tahun nya politikmaw,0,0,0,0,0,0,0,0,0,0,0,0
pengguna hu uh ya lama lamakayak sedikit *** begitu drama nya wah ekspansi sampai ke cina ini menonton drama nya,0,0,0,0,0,0,0,0,0,0,0,0
pengguna waduuuh pusing baca nya nya,1,1,1,0,0,0,0,0,1,1,0,0
pengguna haha payah *** kotok,1,1,1,0,0,0,0,0,1,1,0,0
setya novanto lebih kebal dari madara kayaknya kalau nanti mati juga tinggal edo tensei lagi,1,0,1,0,0,0,0,0,1,1,0,0
5210 kendaraan ditilang di operasi patuh jaya pemotor juara pelanggar lalu lintas,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna ini sama di tradisi katolik dalam beberapa perayaan ekaristi misa diadakan dengan nuansa daerah namanya misa enkulturasi bahkan saat imlek ada misa inkulturasi tionghoa,0,0,0,0,0,0,0,0,0,0,0,0
pengguna orang *** logikanya juga pasti dangkal kalau situ merasa lebih pintar dari menteri esdmcoba ajak debat sumber cuma baca internet terus ditambah tambahkan koar koar seolah paling pintar *** cabul kibul kerjanya cuma berisik,1,1,1,0,0,0,0,1,0,1,0,0
3 presiden pengguna di sisi promosi untuk ini baik di mediamedia lokal maupun internasional saya lihat belum ada pergerakan yang sangat signifikan oleh sebab itu saya meminta ini betulbetul diperhatikan jokowi pacu promosi asian games ayo,0,0,0,0,0,0,0,0,0,0,0,0
wakil sekretariat jenderal pengguna pengguna mengaku kaget dengan munculnya deklarasi relawan yang mendukung mantan panglima tentara nasional indonesia pengguna dan ketua umum partai kebangkitan bangsa pengguna maju dalam pemilihan presiden pemilihan presiden partai kebangkitan bangsa nomor satu cak imin the next wakil presiden,0,0,0,0,0,0,0,0,0,0,0,0
pengguna jangan karena baju minyak beras sedikit hilang hidup yang sesungguhnya,0,0,0,0,0,0,0,0,0,0,0,0
generasi pesona indonesia warga badui setelah selesai memperingati tradisi seba di pendopo pemerintah kabupaten lebak akan dilanjutkan kembali bertemu dengan gubernur banten wahidin halim hari ini sabtu 214,0,0,0,0,0,0,0,0,0,0,0,0
pengguna habis makan mencamil ya semalam pantas bikin kamu tidak bisa tidur semalaman gemuk lah perutnya itu colek perutnya youngji entar *** lah cubit pipi youngji pelan,0,0,0,0,0,0,0,0,0,0,0,0
presiden akan berganti jokowi sudah tidak punya lagi amunisinatalius pigai,1,0,1,0,0,0,0,0,1,1,0,0
pengguna waduh tidak ah tar dikira ***,0,0,0,0,0,0,0,0,0,0,0,0
berbanding lurus dengan kebijakan *** ini bermesraan dengan cina produsen terbesar narkotika yang masuk ke indonesia uniform resource locator,1,0,0,1,0,1,0,0,0,0,1,0
cek kesiapan pengaman pilihan kepala daerah ternyata polisi resor samarinda tribun kalimantan timur,0,0,0,0,0,0,0,0,0,0,0,0
pengguna siti badriah cina,0,0,0,0,0,0,0,0,0,0,0,0
